drg_definition,year,ttl_discharges,yoy_discharges,medicare_payment_ratio,medicare_segment,avg_hospital_charged,yoy_hos_charged,avg_patient_paid,yoy_patient_paid,avg_medicare_covered,yoy_medicare_covered
969 - HIV W EXTENSIVE O.R. PROCEDURE W MCC,2014,11,,0.95,High Medicare Dependency,235950.0,,54603.0,,51734.0,
024 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,2014,462,,0.84,High Medicare Dependency,116469.84,,29725.1,,24829.66,
024 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,2015,986,113.42,0.87,High Medicare Dependency,134249.73,15.27,30132.86,1.37,26129.37,5.23
376 - DIGESTIVE MALIGNANCY W/O CC/MCC,2014,16,,0.62,Moderate Medicare Dependency,35628.0,,6581.0,,4113.0,
376 - DIGESTIVE MALIGNANCY W/O CC/MCC,2015,11,-31.25,0.64,Moderate Medicare Dependency,14749.0,-58.6,6908.0,4.97,4417.0,7.39
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,2014,74,,0.89,High Medicare Dependency,86824.04,,21273.09,,18847.31,
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,2015,23,-68.92,0.82,High Medicare Dependency,122723.91,41.35,25581.7,20.25,21048.3,11.68
497 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,2014,368,,0.75,Moderate Medicare Dependency,44735.82,,10480.45,,7868.16,
497 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,2015,304,-17.39,0.76,Moderate Medicare Dependency,43794.35,-2.1,10716.43,2.25,8141.27,3.47
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",2014,11774,,0.9,High Medicare Dependency,319911.22,,81891.6,,73618.65,
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",2015,11206,-4.82,0.9,High Medicare Dependency,328947.28,2.82,80708.14,-1.45,72304.21,-1.79
151 - EPISTAXIS W/O MCC,2014,279,,0.78,Moderate Medicare Dependency,20538.94,,5610.44,,4393.51,
151 - EPISTAXIS W/O MCC,2015,224,-19.71,0.79,Moderate Medicare Dependency,19661.73,-4.27,5715.59,1.87,4527.74,3.06
185 - MAJOR CHEST TRAUMA W/O CC/MCC,2014,92,,0.49,Low Medicare Dependency,25816.27,,7652.65,,3761.75,
185 - MAJOR CHEST TRAUMA W/O CC/MCC,2015,104,13.04,0.59,Moderate Medicare Dependency,22888.12,-11.34,6601.07,-13.74,3913.38,4.03
"407 - PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",2014,745,,0.8,Moderate Medicare Dependency,73999.8,,19172.55,,15275.0,
"407 - PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",2015,704,-5.5,0.78,Moderate Medicare Dependency,74215.73,0.29,19230.25,0.3,14973.14,-1.98
102 - HEADACHES W MCC,2014,19,,0.66,Moderate Medicare Dependency,54806.0,,12363.0,,8162.0,
102 - HEADACHES W MCC,2015,11,-42.11,0.77,Moderate Medicare Dependency,48937.0,-10.71,7084.0,-42.7,5488.0,-32.76
215 - OTHER HEART ASSIST SYSTEM IMPLANT,2014,23,,0.96,High Medicare Dependency,577772.39,,137034.0,,131037.43,
252 - OTHER VASCULAR PROCEDURES W MCC,2011,34222,,0.94,High Medicare Dependency,84391.35,,23389.6,,21883.56,
252 - OTHER VASCULAR PROCEDURES W MCC,2012,31494,-7.97,0.93,High Medicare Dependency,90355.75,7.07,24027.95,2.73,22412.74,2.42
252 - OTHER VASCULAR PROCEDURES W MCC,2013,28984,-7.97,0.91,High Medicare Dependency,97571.06,7.99,25005.84,4.07,22666.59,1.13
252 - OTHER VASCULAR PROCEDURES W MCC,2014,27983,-3.45,0.91,High Medicare Dependency,102052.73,4.59,25007.48,0.01,22766.37,0.44
252 - OTHER VASCULAR PROCEDURES W MCC,2015,27243,-2.64,0.91,High Medicare Dependency,107160.91,5.01,25612.18,2.42,23250.12,2.12
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,2014,126,,0.81,High Medicare Dependency,111920.6,,24716.89,,20061.32,
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,2015,88,-30.16,0.84,High Medicare Dependency,95339.57,-14.81,23056.52,-6.72,19304.95,-3.77
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,2014,2368,,0.86,High Medicare Dependency,170087.78,,45022.04,,38848.97,
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,2015,2679,13.13,0.86,High Medicare Dependency,175970.51,3.46,44025.45,-2.21,37818.4,-2.65
"464 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",2014,2853,,0.84,High Medicare Dependency,96236.56,,25281.9,,21163.72,
"464 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",2015,3106,8.87,0.83,High Medicare Dependency,99420.57,3.31,25074.54,-0.82,20730.26,-2.05
598 - MALIGNANT BREAST DISORDERS W CC,2014,20,,0.51,Moderate Medicare Dependency,49602.0,,11279.0,,5807.0,
598 - MALIGNANT BREAST DISORDERS W CC,2015,16,-20.0,0.51,Moderate Medicare Dependency,38289.0,-22.81,11246.0,-0.29,5745.0,-1.07
864 - FEVER,2014,6260,,0.77,Moderate Medicare Dependency,28219.67,,7265.14,,5605.46,
864 - FEVER,2015,5242,-16.26,0.76,Moderate Medicare Dependency,29392.9,4.16,7181.39,-1.15,5487.08,-2.11
886 - BEHAVIORAL & DEVELOPMENTAL DISORDERS,2014,35,,0.69,Moderate Medicare Dependency,14692.57,,7064.14,,4884.0,
886 - BEHAVIORAL & DEVELOPMENTAL DISORDERS,2015,23,-34.29,0.63,Moderate Medicare Dependency,11418.26,-22.29,6115.83,-13.42,3839.35,-21.39
006 - LIVER TRANSPLANT W/O MCC,2014,61,,0.61,Moderate Medicare Dependency,229183.07,,56067.3,,34117.85,
006 - LIVER TRANSPLANT W/O MCC,2015,40,-34.43,0.69,Moderate Medicare Dependency,231114.2,0.84,47685.05,-14.95,32784.4,-3.91
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,2014,45,,0.82,High Medicare Dependency,95400.31,,33135.29,,27317.44,
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,2015,23,-48.89,0.66,Moderate Medicare Dependency,82857.35,-13.15,38844.87,17.23,25618.09,-6.22
055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,2014,1650,,0.77,Moderate Medicare Dependency,40205.34,,9292.74,,7112.0,
055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,2015,1250,-24.24,0.77,Moderate Medicare Dependency,40866.78,1.65,9134.04,-1.71,7031.34,-1.13
"405 - PANCREAS, LIVER & SHUNT PROCEDURES W MCC",2014,2321,,0.86,High Medicare Dependency,180314.63,,52176.02,,44649.6,
"405 - PANCREAS, LIVER & SHUNT PROCEDURES W MCC",2015,2135,-8.01,0.85,High Medicare Dependency,188068.22,4.3,53439.24,2.42,45414.43,1.71
544 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,2014,152,,0.78,Moderate Medicare Dependency,24370.59,,6101.87,,4740.03,
544 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,2015,195,28.29,0.71,Moderate Medicare Dependency,25240.06,3.57,6322.98,3.62,4471.37,-5.67
749 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,2014,12,,0.83,High Medicare Dependency,91980.0,,21721.0,,18058.0,
749 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,2015,13,8.33,0.51,Moderate Medicare Dependency,432595.0,370.31,58985.0,171.56,30037.0,66.34
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,2014,11711,,0.87,High Medicare Dependency,109006.21,,28036.39,,24436.57,
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,2015,10931,-6.66,0.87,High Medicare Dependency,108437.67,-0.52,27542.29,-1.76,24026.37,-1.68
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,2011,108272,,0.83,High Medicare Dependency,61985.03,,14292.06,,11818.68,
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,2012,101093,-6.63,0.82,High Medicare Dependency,65987.03,6.46,14566.42,1.92,12010.09,1.62
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,2013,99648,-1.43,0.82,High Medicare Dependency,70722.22,7.18,14867.85,2.07,12162.87,1.27
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,2014,84407,-15.29,0.81,High Medicare Dependency,77530.05,9.63,15213.46,2.32,12275.31,0.92
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,2015,83799,-0.72,0.81,High Medicare Dependency,80036.27,3.23,15175.48,-0.25,12291.67,0.13
"463 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",2014,777,,0.86,High Medicare Dependency,174889.24,,45627.86,,39384.22,
"463 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",2015,891,14.67,0.87,High Medicare Dependency,175203.99,0.18,46886.37,2.76,40635.15,3.18
052 - SPINAL DISORDERS & INJURIES W CC/MCC,2015,12,,0.83,High Medicare Dependency,54596.0,,20415.0,,16971.0,
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,2014,5811,,0.75,Moderate Medicare Dependency,29202.11,,7458.73,,5601.45,
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,2015,5595,-3.72,0.75,Moderate Medicare Dependency,31609.6,8.24,7311.22,-1.98,5515.16,-1.54
380 - COMPLICATED PEPTIC ULCER W MCC,2015,14,,0.85,High Medicare Dependency,138609.0,,18200.0,,15497.0,
472 - CERVICAL SPINAL FUSION W CC,2014,7553,,0.84,High Medicare Dependency,83710.32,,21986.38,,18511.1,
472 - CERVICAL SPINAL FUSION W CC,2015,8255,9.29,0.84,High Medicare Dependency,86026.65,2.77,22062.83,0.35,18492.77,-0.1
737 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,2014,919,,0.82,High Medicare Dependency,59421.2,,17408.43,,14350.02,
737 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,2015,861,-6.31,0.82,High Medicare Dependency,62435.56,5.07,17547.45,0.8,14339.8,-0.07
113 - ORBITAL PROCEDURES W CC/MCC,2014,15,,0.85,High Medicare Dependency,52280.0,,17180.0,,14552.0,
113 - ORBITAL PROCEDURES W CC/MCC,2015,18,20.0,0.84,High Medicare Dependency,83503.0,59.72,18759.0,9.19,15773.0,8.39
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,2011,148491,,0.85,High Medicare Dependency,24320.16,,6631.16,,5627.41,
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,2012,135081,-9.03,0.85,High Medicare Dependency,25144.36,3.39,6637.43,0.09,5631.79,0.08
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,2013,133597,-1.1,0.81,High Medicare Dependency,26250.67,4.4,6708.33,1.07,5455.89,-3.12
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,2014,112227,-16.0,0.82,High Medicare Dependency,27236.95,3.76,6938.79,3.44,5660.71,3.75
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,2015,111599,-0.56,0.81,High Medicare Dependency,27793.88,2.04,6909.06,-0.43,5597.48,-1.12
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,2011,127989,,0.9,High Medicare Dependency,37685.29,,9990.63,,8942.11,
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,2012,127832,-0.12,0.89,High Medicare Dependency,38623.24,2.49,10170.57,1.8,9084.89,1.6
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,2013,142245,11.27,0.86,High Medicare Dependency,39811.23,3.08,10335.5,1.62,8926.16,-1.75
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,2014,132669,-6.73,0.86,High Medicare Dependency,40702.02,2.24,10203.04,-1.28,8785.64,-1.57
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,2015,144595,8.99,0.86,High Medicare Dependency,40995.05,0.72,10129.66,-0.72,8678.73,-1.22
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,2014,80,,0.8,Moderate Medicare Dependency,58732.63,,12475.21,,9940.06,
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,2015,98,22.5,0.79,Moderate Medicare Dependency,45950.44,-21.76,12693.73,1.75,10040.19,1.01
534 - FRACTURES OF FEMUR W/O MCC,2015,11,,0.86,High Medicare Dependency,8053.0,,7439.0,,6420.0,
574 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,2014,34,,0.77,Moderate Medicare Dependency,100306.41,,25223.24,,19329.82,
574 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,2015,41,20.59,0.83,High Medicare Dependency,89948.17,-10.33,21719.46,-13.89,18115.54,-6.28
619 - O.R. PROCEDURES FOR OBESITY W MCC,2014,50,,0.85,High Medicare Dependency,67088.96,,26567.66,,22640.78,
619 - O.R. PROCEDURES FOR OBESITY W MCC,2015,81,62.0,0.88,High Medicare Dependency,107054.06,59.57,28480.22,7.2,25180.46,11.22
812 - RED BLOOD CELL DISORDERS W/O MCC,2011,92851,,0.83,High Medicare Dependency,20855.35,,5738.29,,4788.71,
812 - RED BLOOD CELL DISORDERS W/O MCC,2012,86432,-6.91,0.83,High Medicare Dependency,21894.02,4.98,5811.16,1.27,4829.19,0.85
812 - RED BLOOD CELL DISORDERS W/O MCC,2013,77631,-10.18,0.79,Moderate Medicare Dependency,23447.79,7.1,5884.93,1.27,4640.52,-3.91
812 - RED BLOOD CELL DISORDERS W/O MCC,2014,69596,-10.35,0.8,Moderate Medicare Dependency,25724.51,9.71,6582.48,11.85,5244.17,13.01
812 - RED BLOOD CELL DISORDERS W/O MCC,2015,64851,-6.82,0.79,Moderate Medicare Dependency,27091.68,5.31,6599.25,0.25,5224.89,-0.37
030 - SPINAL PROCEDURES W/O CC/MCC,2014,564,,0.82,High Medicare Dependency,43158.47,,16519.21,,13536.93,
030 - SPINAL PROCEDURES W/O CC/MCC,2015,459,-18.62,0.81,High Medicare Dependency,46739.36,8.3,15305.41,-7.35,12380.56,-8.54
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,2011,27951,,0.89,High Medicare Dependency,53134.34,,13990.29,,12496.65,
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,2012,22251,-20.39,0.89,High Medicare Dependency,56124.46,5.63,14208.58,1.56,12618.95,0.98
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,2013,17968,-19.25,0.87,High Medicare Dependency,58737.28,4.66,14754.26,3.84,12904.49,2.26
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,2014,14628,-18.59,0.87,High Medicare Dependency,61499.75,4.7,15132.95,2.57,13165.66,2.02
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,2015,12854,-12.13,0.87,High Medicare Dependency,63642.65,3.48,14984.95,-0.98,13025.67,-1.06
386 - INFLAMMATORY BOWEL DISEASE W CC,2014,2163,,0.75,Moderate Medicare Dependency,31533.26,,8818.56,,6650.69,
386 - INFLAMMATORY BOWEL DISEASE W CC,2015,2272,5.04,0.76,Moderate Medicare Dependency,31503.2,-0.1,8563.06,-2.9,6495.04,-2.34
457 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,2015,1840,,0.88,High Medicare Dependency,232099.66,,61241.85,,54198.83,
459 - SPINAL FUSION EXCEPT CERVICAL W MCC,2014,1111,,0.89,High Medicare Dependency,171359.38,,48825.48,,43585.79,
459 - SPINAL FUSION EXCEPT CERVICAL W MCC,2015,1207,8.64,0.86,High Medicare Dependency,195073.42,13.84,51034.98,4.53,43924.55,0.78
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",2014,81,,0.75,Moderate Medicare Dependency,20263.78,,7477.6,,5611.67,
"561 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",2015,106,30.86,0.69,Moderate Medicare Dependency,20211.23,-0.26,7172.64,-4.08,4922.49,-12.28
667 - PROSTATECTOMY W/O CC/MCC,2014,15,,0.77,Moderate Medicare Dependency,26998.0,,11048.0,,8552.0,
811 - RED BLOOD CELL DISORDERS W MCC,2011,24148,,0.9,High Medicare Dependency,34376.13,,9442.83,,8466.7,
811 - RED BLOOD CELL DISORDERS W MCC,2012,24452,1.26,0.9,High Medicare Dependency,34944.31,1.65,9337.09,-1.12,8383.58,-0.98
811 - RED BLOOD CELL DISORDERS W MCC,2013,23760,-2.83,0.86,High Medicare Dependency,37472.69,7.24,9713.86,4.04,8317.06,-0.79
811 - RED BLOOD CELL DISORDERS W MCC,2014,23375,-1.62,0.85,High Medicare Dependency,39791.54,6.19,10062.54,3.59,8584.17,3.21
811 - RED BLOOD CELL DISORDERS W MCC,2015,22480,-3.83,0.85,High Medicare Dependency,42155.19,5.94,10222.01,1.58,8678.11,1.09
813 - COAGULATION DISORDERS,2014,1698,,0.92,High Medicare Dependency,114798.58,,29703.19,,27431.26,
813 - COAGULATION DISORDERS,2015,1352,-20.38,0.77,Moderate Medicare Dependency,104729.11,-8.77,27448.19,-7.59,21077.15,-23.16
920 - COMPLICATIONS OF TREATMENT W CC,2014,6945,,0.8,Moderate Medicare Dependency,31944.1,,8892.94,,7154.41,
920 - COMPLICATIONS OF TREATMENT W CC,2015,7065,1.73,0.79,Moderate Medicare Dependency,32903.08,3.0,8834.81,-0.65,6977.63,-2.47
100 - SEIZURES W MCC,2013,16393,,0.86,High Medicare Dependency,48263.96,,12602.95,,10853.15,
100 - SEIZURES W MCC,2014,16322,-0.43,0.85,High Medicare Dependency,50596.04,4.83,12540.03,-0.5,10692.52,-1.48
100 - SEIZURES W MCC,2015,17825,9.21,0.85,High Medicare Dependency,53629.02,5.99,12614.93,0.6,10708.85,0.15
"155 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",2014,300,,0.8,Moderate Medicare Dependency,29005.75,,7926.17,,6320.53,
"155 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",2015,417,39.0,0.76,Moderate Medicare Dependency,32960.89,13.64,7823.4,-1.3,5937.51,-6.06
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,2014,5096,,0.89,High Medicare Dependency,159807.88,,41196.78,,36813.85,
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,2015,4168,-18.21,0.89,High Medicare Dependency,161411.01,1.0,40861.96,-0.81,36469.19,-0.94
375 - DIGESTIVE MALIGNANCY W CC,2014,6964,,0.81,High Medicare Dependency,40618.63,,10633.73,,8628.84,
375 - DIGESTIVE MALIGNANCY W CC,2015,6304,-9.48,0.8,Moderate Medicare Dependency,42751.47,5.25,10531.7,-0.96,8427.43,-2.33
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",2011,43026,,0.88,High Medicare Dependency,32610.74,,8635.4,,7577.75,
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",2012,42084,-2.19,0.88,High Medicare Dependency,34536.66,5.91,8941.93,3.55,7887.9,4.09
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",2013,40718,-3.25,0.84,High Medicare Dependency,36513.24,5.72,9188.27,2.75,7705.49,-2.31
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",2014,39184,-3.77,0.84,High Medicare Dependency,37719.26,3.3,9478.49,3.16,7958.73,3.29
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",2015,40266,2.76,0.84,High Medicare Dependency,39316.77,4.24,9484.01,0.06,7921.86,-0.46
555 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,2014,142,,0.86,High Medicare Dependency,44523.41,,13053.35,,11165.4,
555 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,2015,119,-16.2,0.83,High Medicare Dependency,39262.13,-11.82,11130.48,-14.73,9196.87,-17.63
"629 - OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",2014,626,,0.8,Moderate Medicare Dependency,64306.0,,18320.82,,14686.66,
"629 - OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",2015,676,7.99,0.85,High Medicare Dependency,63862.62,-0.69,17345.26,-5.32,14746.21,0.41
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,2011,77525,,0.9,High Medicare Dependency,48304.41,,12588.74,,11377.45,
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,2012,77210,-0.41,0.9,High Medicare Dependency,50963.86,5.51,12940.91,2.8,11697.5,2.81
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,2013,77819,0.79,0.88,High Medicare Dependency,53659.91,5.29,13372.56,3.34,11800.55,0.88
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,2014,78138,0.41,0.88,High Medicare Dependency,56007.8,4.38,13562.25,1.42,11943.45,1.21
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,2015,77483,-0.84,0.88,High Medicare Dependency,58949.53,5.25,13653.85,0.68,11982.69,0.33
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,2014,23,,0.88,High Medicare Dependency,25883.7,,7267.0,,6430.04,
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,2015,22,-4.35,0.9,High Medicare Dependency,32045.5,23.81,6048.5,-16.77,5425.0,-15.63
088 - CONCUSSION W MCC,2015,38,,0.8,Moderate Medicare Dependency,54869.05,,12460.71,,9912.89,
138 - MOUTH PROCEDURES W/O CC/MCC,2014,12,,0.77,Moderate Medicare Dependency,45426.0,,10082.0,,7745.0,
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,2011,28583,,0.86,High Medicare Dependency,65054.38,,13877.65,,11874.04,
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,2012,24716,-13.53,0.84,High Medicare Dependency,71205.36,9.46,14908.23,7.43,12464.1,4.97
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,2013,24277,-1.78,0.83,High Medicare Dependency,76712.4,7.73,15439.78,3.57,12874.37,3.29
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,2014,18485,-23.86,0.83,High Medicare Dependency,84022.36,9.53,15946.15,3.28,13182.46,2.39
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,2015,18078,-2.2,0.84,High Medicare Dependency,93256.26,10.99,16687.35,4.65,13955.03,5.86
311 - ANGINA PECTORIS,2014,1000,,0.75,Moderate Medicare Dependency,24863.4,,5107.27,,3844.94,
311 - ANGINA PECTORIS,2015,1001,0.1,0.74,Moderate Medicare Dependency,25391.8,2.13,4891.71,-4.22,3611.13,-6.08
381 - COMPLICATED PEPTIC ULCER W CC,2014,326,,0.8,Moderate Medicare Dependency,29843.13,,9086.36,,7272.99,
381 - COMPLICATED PEPTIC ULCER W CC,2015,297,-8.9,0.86,High Medicare Dependency,36743.95,23.12,7837.51,-13.74,6737.14,-7.37
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,2014,5908,,0.84,High Medicare Dependency,52725.66,,14636.67,,12304.62,
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,2015,6231,5.47,0.83,High Medicare Dependency,56017.89,6.24,14831.2,1.33,12235.88,-0.56
615 - ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,2014,110,,0.74,Moderate Medicare Dependency,41727.7,,15221.43,,11331.81,
615 - ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,2015,109,-0.91,0.79,Moderate Medicare Dependency,45130.85,8.16,14203.7,-6.69,11232.31,-0.88
950 - AFTERCARE W/O CC/MCC,2015,11,,0.72,Moderate Medicare Dependency,6235.0,,3834.0,,2742.0,
153 - OTITIS MEDIA & URI W/O MCC,2014,4117,,0.72,Moderate Medicare Dependency,24324.66,,6336.14,,4571.97,
153 - OTITIS MEDIA & URI W/O MCC,2015,15890,285.96,0.73,Moderate Medicare Dependency,21740.01,-10.63,5523.77,-12.82,4047.03,-11.48
335 - PERITONEAL ADHESIOLYSIS W MCC,2014,780,,0.86,High Medicare Dependency,132584.58,,32174.37,,27701.12,
335 - PERITONEAL ADHESIOLYSIS W MCC,2015,764,-2.05,0.86,High Medicare Dependency,135973.43,2.56,34297.29,6.6,29537.4,6.63
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,2014,406,,0.83,High Medicare Dependency,89209.73,,31608.0,,26131.05,
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,2015,357,-12.07,0.83,High Medicare Dependency,88773.03,-0.49,31599.49,-0.03,26094.48,-0.14
858 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,2014,11,,0.89,High Medicare Dependency,27806.0,,8635.0,,7728.0,
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,2014,6077,,0.74,Moderate Medicare Dependency,23275.26,,5577.65,,4115.49,
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,2015,5381,-11.45,0.72,Moderate Medicare Dependency,23374.27,0.43,5512.36,-1.17,3969.39,-3.55
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,2014,1426,,0.8,Moderate Medicare Dependency,32451.62,,8851.99,,7072.72,
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,2015,1361,-4.56,0.79,Moderate Medicare Dependency,29383.0,-9.46,8067.43,-8.86,6392.26,-9.62
540 - OSTEOMYELITIS W CC,2014,116,,0.76,Moderate Medicare Dependency,51723.68,,11409.85,,8652.56,
540 - OSTEOMYELITIS W CC,2015,103,-11.21,0.8,Moderate Medicare Dependency,37706.8,-27.1,10828.6,-5.09,8684.64,0.37
656 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,2014,609,,0.84,High Medicare Dependency,120030.22,,33488.65,,28168.11,
656 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,2015,711,16.75,0.86,High Medicare Dependency,119342.18,-0.57,33867.23,1.13,29181.59,3.6
670 - TRANSURETHRAL PROCEDURES W/O CC/MCC,2014,193,,0.8,Moderate Medicare Dependency,34324.58,,7886.18,,6320.32,
670 - TRANSURETHRAL PROCEDURES W/O CC/MCC,2015,137,-29.02,0.75,Moderate Medicare Dependency,36716.9,6.97,7782.65,-1.31,5871.06,-7.11
